|positive|,|RT @makeinindia: India: the largest provider of generic medicines in the world. #pharmaceuticals #MakeInIndia @hannover_messe #HM15 http://…|
|positive|,|Slogan of #Modi: #MakeInIndia   Slogan of Congress leader: Abscond from India|
|positive|,|RT @vishnoi4u: The entire world is looking at India Demography|
|positive|,|RT @nikhilking: #SpecialOpsFacts This game was developed by only 5 ppl @GameEon #SpecialOpsTheGame #MakeInIndia #AppForAnything https://t.c…|
|positive|,|RT @tajinderbagga: Indian Lion roaring in Germany #MakeInIndia: https://t.co/I06i6yfvCY via @YouTube|
|positive|,|RT @makeinindia: Chancellor Merkel enjoying some masala tea &amp; khakra prepared by Indian chefs at the #MakeInIndia pavilion at #HM15! http:/…|
|positive|,|#MakeInIndia: Indian cultural performance at the Inaugural Session of Hannover Messe http://t.co/yMZt1L9iFF http://t.co/Le3ZmWdBlV|
|positive|,|Indian cultural performance at the inaugural session of the Hannover Messe #MakeinIndia http://t.co/JdBSlGrwGs http://t.co/1fXKt7YBd4|
|positive|,|Why not sign  Indians the free trade agreement with Deudtschland? Because of Xi Jingping Chinas Hitler2.0 pressure ? https://t.co/6A17BouNQ0|
|neutral|,|RT @SirZaidHamid: Instead of buying weapons from France|
|positive|,|RT @TimesNow: PM Modi &amp; German Chancellor Angela Merkel inaugurate India pavilion @hannover_messe #MakeInIndia #ModiInGermany http://t.co/o…|
|neutral|,|#Scoop #BreakingNews for the #SupariJournalists https://t.co/hz4ueIKZnN|
|neutral|,|.@louisabojesen .@CarolinCNBC How much buzz do you think PM Modi and his #MakeInIndia campaign will create in #Hanover? .@CNBCWEX|
|positive|,|RT @makeinindia: Don't miss all the exciting developments on Day 1 @hannover_messe - the world's leading industrial fair #MakeInIndia http:…|
|positive|,|RT @travnetindia: India Tours | Summer 2015 | Reliable Service #travnet #travelindia #makeinindia #incredibleindia #indiatours http://t.co/…|
|positive|,|Indo German Summit @ #hannovermesse Gleich eröffnen Merkel und MP Modi. Motto: #MakeInIndia|
|positive|,|RT @makeinindia: Exclusive preview of the #MakeInIndia pavilion @hannover_messe about to be inaugurated by @PMOIndia! #HM15 http://t.co/3xP…|
|positive|,|RT @makeinindia: Defence innovation = Civil application. The maritime display at #MakeInIndia pavilion @hannover_messe. #HM15 http://t.co/B…|
|positive|,|RT @makeinindia: The Hannover Messe 2015 has opened! Stay with us for updates &amp; photos from the #MakeInIndia pavilion! @hannover_messe http…|
|positive|,|RT @BJPOdisha: Live Chancellor Merkel's address at the #MakeInIndia pavilion @hannover_messe  #ModiInGermany  http://t.co/xkLciOgMFp http:/…|
|neutral|,|Take #Twitter seriously..It can make you laugh!! #Presstitutes  #SupariJournalists  #MakeInIndia  #Funjabi  #DimwitRashid  #KuchPalOnline|
|positive|,|RT @EconomicTimes: In Pics: #MakeInIndia at .@hannover_messe: How the lion is roaring on the streets of #Germany http://t.co/xwUU8tYMUk htt…|
|positive|,|RT @makeinindia: Chancellor Merkel enjoying some masala tea &amp; khakra prepared by Indian chefs at the #MakeInIndia pavilion at #HM15! http:/…|
|positive|,|RT @makeinindia: Watch Chancellor Merkel's address at the #MakeInIndia pavilion @hannover_messe live http://t.co/zwyWE24MbG http://t.co/TgM…|
|neutral|,|RT @brakoo: #SupariJournalists covering #ModiInGermany and #MakeInIndia. http://t.co/S24uvnpYgj|
|neutral|,|RT @brakoo: #SupariJournalists covering #ModiInGermany and #MakeInIndia. http://t.co/S24uvnpYgj|
|positive|,|RT @makeinindia: .@hannover_messe - the world's leading industrial fair kicks off with a spectacular ceremony featuring #MakeInIndia! http:…|
|positive|,|RT @makeinindia: Don't miss all the exciting developments on Day 1 @hannover_messe - the world's leading industrial fair #MakeInIndia http:…|
|neutral|,|RT @PawanDurani: Gujjus are so business minded .... Look how this Gujju has marketed 'Chai Pe Charcha' as well as #MakeInIndia  -&gt; http://t…|
|positive|,|RT @TimesNow: PM Modi &amp; German Chancellor Angela Merkel inaugurate India pavilion @hannover_messe #MakeInIndia #ModiInGermany http://t.co/o…|
|neutral|,|RT @PawanDurani: Gujjus are so business minded .... Look how this Gujju has marketed 'Chai Pe Charcha' as well as #MakeInIndia  -&gt; http://t…|
|positive|,|In Pics: #MakeInIndia at .@hannover_messe: How the lion is roaring on the streets of #Germany http://t.co/vOQ51szeso|
|positive|,|RT @makeinindia: Don't miss all the exciting developments on Day 1 @hannover_messe - the world's leading industrial fair #MakeInIndia http:…|
|positive|,|RT @EconomicTimes: In Pics: #MakeInIndia at .@hannover_messe: How the lion is roaring on the streets of #Germany http://t.co/xwUU8tYMUk htt…|
|positive|,|Indian Lion roaring in Germany #MakeInIndia: https://t.co/CEuh1ntYin via @YouTube@narendramodi @BDUTT @anjanaomkashyap @aajtak @ANI_news|
|positive|,|Feel Empowered with #MakeInIndia!  https://t.co/Y9i3mUpnrt|
|positive|,|RT @makeinindia: Open for business: Secretary @DIPPGOI @amitabhk87 at Hall No. 6 @hannover_messe #MakeInIndia #HM15 http://t.co/pJEnoUixAS|
|positive|,|RT @makeinindia: Speeches over. Time for a cup of tea. @PMOIndia @nsitharaman @amitabhk87 with Chancellor Merkel at #HM15 #MakeInIndia http…|
|positive|,|RT @makeinindia: Defence innovation = Civil application. The maritime display at #MakeInIndia pavilion @hannover_messe. #HM15 http://t.co/B…|
|negative|,|RT @Tweet_TAN_ic: Nobody seems interested in #MakeInIndia. It hits a flop show. Defence manufacturing tenders worth $15 billion lapses.|
|positive|,|RT @makeinindia: Exclusive preview of the #MakeInIndia pavilion @hannover_messe about to be inaugurated by @PMOIndia! #HM15 http://t.co/3xP…|
|neutral|,|RT @dreamthatworks: #SupariJournalists won't show such pics of @narendramodi ... &amp; we know why... Jallianwala Bagh @KiranKS #MakeInIndia ht…|
|positive|,|RT @Puru_Tweet: Invest in one of the most cost-effective space programs in the world. Come|
|negative|,|@Tweet_TAN_ic Foreigners know #MakeInIndia govt of Modi will not last for long. Therefore loot of India not possible #AAPatWork|
|positive|,|RT @makeinindia: Exclusive preview of the #MakeInIndia pavilion @hannover_messe about to be inaugurated by @PMOIndia! #HM15 http://t.co/3xP…|
|negative|,|The worst form of #MakeInIndia is the South indian soft porn. It cannot be sold anywhere|
|positive|,|Germans are crushed by the mere roar of an Indian tiger |
|positive|,|RT @vishnoi4u: The entire world is looking at India Demography|
|positive|,|#Modi + #HannoverFair = #MakeInIndia|
|positive|,|RT @channelrt: Defence innovation = Civil application. The maritime display at #MakeInIndia pavilion @hannover_messe. #HM15 http://t.co/lGa…|
|neutral|,|RT @brakoo: #SupariJournalists covering #ModiInGermany and #MakeInIndia. http://t.co/S24uvnpYgj|
|positive|,|RT @makeinindia: Defence innovation = Civil application. The maritime display at #MakeInIndia pavilion @hannover_messe. #HM15 http://t.co/B…|
|positive|,|RT @MahikaInfra: Artists performing at opening ceremony of Hannover Messe #ModiInGermany #Makeinindia http://t.co/STnwAZCuyN Only @DDNewsHi…|
|positive|,|RT @makeinindia: .@hannover_messe - the world's leading industrial fair kicks off with a spectacular ceremony featuring #MakeInIndia! http:…|
|neutral|,|RT @brakoo: #SupariJournalists covering #ModiInGermany and #MakeInIndia. http://t.co/S24uvnpYgj|
|negative|,|RT @UniqueIdiot_: Why does Modi use an iPhone? Micromax use karo bhai|
|positive|,|RT @makeinindia: .@hannover_messe - the world's leading industrial fair kicks off with a spectacular ceremony featuring #MakeInIndia! http:…|
|positive|,|RT @makeinindia: Don't miss all the exciting developments on Day 1 @hannover_messe - the world's leading industrial fair #MakeInIndia http:…|
|positive|,|RT @makeinindia: Don't miss all the exciting developments on Day 1 @hannover_messe - the world's leading industrial fair #MakeInIndia http:…|
|neutral|,|@vishnoi4u @barotchetan99 #MakeInIndia #ModiInGermany   except our secular media we call them #presitutes|
|neutral|,|RT @brakoo: #SupariJournalists covering #ModiInGermany and #MakeInIndia. http://t.co/S24uvnpYgj|
|positive|,|RT @makeinindia: Most photographed installation @hannover_messe #MakeInIndia #HM15 http://t.co/LZ96hHAHaE|
|positive|,|RT @makeinindia: .@hannover_messe 2015 will focus on #MakeInIndia. For unprecedented insights &amp; opportunities|
|positive|,|RT @KiranKS: Bengaluru will be the stage after #modiinfrance success.  36 Rafaels to come from France. 108 would be assembled in Bengaluru.…|
|positive|,|RT @makeinindia: Most photographed installation @hannover_messe #MakeInIndia #HM15 http://t.co/LZ96hHAHaE|
|positive|,|RT @makeinindia: .@hannover_messe 2015 will focus on #MakeInIndia. For unprecedented insights &amp; opportunities|
|negative|,|RT @brawling_virago: I think the worst of #MakeInIndia is Indian Porn|
|positive|,|RT @makeinindia: .@hannover_messe 2015 will focus on #MakeInIndia. For unprecedented insights &amp; opportunities|
|positive|,|"Don't miss all the exciting developments on Day 1 @hannover_messe - the world's leading industrial fair #MakeInIndia http://t.co/TdpkRFVGDm"""|
|positive|,|#PM #NarendraModi Unleashed 'Make in India' Lion in Germany #MakeInIndia http://t.co/BRkx6J9UKG|
|positive|,|RT @WhichApp_chat: Congratulations @makeinindia. Have you ever tried Whichapp? #MakeInIndia #messaging #chat #now http://t.co/lTQRxd7EXj ht…|
|positive|,|Yikes! Lets not #MakeInIndia #SupariJournalists like Saggy &amp; A$$h*le Sardesai  Lets Help #ModiInGermany Win for India http://t.co/5SWQhg4iH5|
|positive|,|India inviting whole world to invest in #MakeInIndia |
|positive|,|India Best Of Luck in Germany #MakeInIndia|
|neutral|,|Will #Modi manage to woo global investors? What say? #MakeInIndia #HannoverFair #Germany http://t.co/iXMoPQfEuw http://t.co/jkPymDgMjM|
|neutral|,|hahaha... zugaad... if we can nurture this talent|
|positive|,|RT @TimesNow: PM Modi &amp; German Chancellor Angela Merkel inaugurate India pavilion @hannover_messe #MakeInIndia #ModiInGermany http://t.co/o…|
|positive|,|#MakeInIndia A way of India to go on from developing to super developed country. #BeProud|
|positive|,|#makeinindia is for developing a manu ecosystem here not an app developer/R&amp;D ecosystem|
|neutral|,|RT @kakdwip: @vishnoi4u @barotchetan99 #MakeInIndia #ModiInGermany   except our secular media we call them #presitutes|
|neutral|,|#MakeInIndia. Anything except jokes on culture|
|positive|,|RT @sudeshprasad: #makeinindia is for developing a manu ecosystem here not an app developer/R&amp;D ecosystem|
|positive|,|RT @makeinindia: Exclusive preview of the #MakeInIndia pavilion @hannover_messe about to be inaugurated by @PMOIndia! #HM15 http://t.co/3xP…|
|neutral|,|RT @SITNB: .If we want #MakeInIndia to succeed|
|positive|,|RT @makeinindia: .@hannover_messe - the world's leading industrial fair kicks off with a spectacular ceremony featuring #MakeInIndia! http:…|
|positive|,|@makeinindia @hannover_messe what a brilliant pleasure for us|
|positive|,|current number one trend #MakeInIndia #HannoverFair  ...#proud|
|positive|,|#MakeInIndia sure we are doing it :-) https://t.co/MW6FIR9M1l|
|positive|,|RT @makeinindia: .@hannover_messe 2015 will focus on #MakeInIndia. For unprecedented insights &amp; opportunities|
|positive|,|RT @saaxenanurag: photos from the #MakeInIndia pavilion at the Hannover Messe #ModiInGermany @tajinderbagga http://t.co/QMvXo6Cndr|
|positive|,|@narendramodi We are trying to promote #MakeInIndia|
|neutral|,|RT @SirZaidHamid: Instead of buying weapons from France|
|neutral|,|@timesofindia How will #MakeInIndia work if there is no #NetNeutrality?  Is the media acting with the intensity that it should right now?|
|neutral|,|RT @brakoo: #SupariJournalists covering #ModiInGermany and #MakeInIndia. http://t.co/S24uvnpYgj|
|positive|,|RT @official_wss: #MakeInIndia sure we are doing it :-) https://t.co/MW6FIR9M1l|
|neutral|,|RT @brakoo: #SupariJournalists covering #ModiInGermany and #MakeInIndia. http://t.co/S24uvnpYgj|
|neutral|,|@ndtv How will #MakeInIndia work if there is no #NetNeutrality? Is the media acting with the intensity that it should right now?|
|positive|,|Somebody is Absconding and Somebody is in Dharna. But this man @narendramodi working Day-Night to bring Pride &amp; Honor to India #MakeInIndia|
|positive|,|Read Rukmini Banerji's #OpEd on the gap between #RTE &amp; #MakeInIndia in #CSFEdMonitor - http://t.co/vPAxQzTrIc @prathambooks @Pratham_India|
|neutral|,|RT @RanjaniNRajan: #MakeInIndia. Anything except jokes on culture|
|neutral|,|How far will #Modi_s #MakeInIndia go? http://t.co/Ye0ahjuyX0 #manufacturing #GDP #Inflation|
|positive|,|RT @Atulk66: Lion roars to welcome #MakeInIndia back home Herd of hyenas #SupariJournalists dream of overpowering powerful Lion https://t.c…|
|positive|,|Why export stuff from abroad when you can #MakeInIndia|
|neutral|,|RT @brakoo: #SupariJournalists covering #ModiInGermany and #MakeInIndia. http://t.co/S24uvnpYgj|
|positive|,|Somebody is Absconding and Somebody is in Dharna. But this man @narendramodi working Day-Night to bring Pride &amp; Honor to India #MakeInIndia|
|positive|,|RT @makeinindia: Don't miss all the exciting developments on Day 1 @hannover_messe - the world's leading industrial fair #MakeInIndia http:…|
|positive|,|RT @makeinindia: .@hannover_messe - the world's leading industrial fair kicks off with a spectacular ceremony featuring #MakeInIndia! http:…|
|positive|,|RT @saaxenanurag: photos from the #MakeInIndia pavilion at the Hannover Messe #ModiInGermany @tajinderbagga http://t.co/QMvXo6Cndr|
|positive|,|RT @EconomicTimes: In Pics: #MakeInIndia at .@hannover_messe: How the lion is roaring on the streets of #Germany http://t.co/xwUU8tYMUk htt…|
|positive|,|RT @tajinderbagga: Indian Lion roaring in Germany #MakeInIndia: https://t.co/I06i6yfvCY via @YouTube|
|positive|,|RT @makeinindia: Chancellor Merkel enjoying some masala tea &amp; khakra prepared by Indian chefs at the #MakeInIndia pavilion at #HM15! http:/…|
|positive|,|RT @EconomicTimes: PM #Modi: The #MakeInIndia pavilion is bustling with enthusiasm at the .@hannover_messe http://t.co/SjWkAobT7X|
|positive|,|Well done @narendramodi #MakeInIndia|
|positive|,|RT @BeingReva: #MakeInIndia Reaching Every Part Of The World|
|positive|,|Great job done Modji. Other political leaders in India can't reach to the level Modi has reached #MakeInIndia #ModiInGermany #modiinfrance|
|positive|,|RT @DIPPGOI: PM Narendra Modi Unleashes #MakeinIndia' Lion in Germany|
|positive|,|"RT @parthusoni: ""@narendramodi takes the stage @hannover_messe. #MakeInIndia Don't miss the grand opening ceremony http://t.co/OoM0lxC3PM"|
|positive|,|@nasscom Chairman and President at #hannovermesse addressed by #ModiInGermany and Chancellor Markel #MakeInIndia http://t.co/diejAO762e|
|negative|,|#MakeinIndia how is this possible? imported things are cheaper than made in India|
|positive|,|RT @makeinindia: Invest in one of the most cost-effective space programs in the world. Come|
|positive|,|RT @makeinindia: 'The entire world is looking at India. Demography|
|positive|,|RT @EconomicTimes: #MakeInIndia: Airbus today said it is ready to manufacture in India as PM #Modi visited its facility here. http://t.co/a…|
|positive|,|RT @makeinindia: Defence innovation = Civil application. The maritime display at #MakeInIndia pavilion @hannover_messe. #HM15 http://t.co/B…|
|positive|,|RT @IndianExpress: #MakeInIndia : @Airbus supports @narendramodi ’s initiative | READ MORE: http://t.co/kIas18cruI http://t.co/Hiv24hTRk0|
|positive|,|#entrepreneur  #hardworkpaysoff #MakeInIndia from 16year old kid to President of an Organization at 22 2009 pic http://t.co/JlrmbXIagA|
|neutral|,|There are people promoting #MakeInIndia |
|neutral|,|RT @lcvanshi: We demand Justice for Asaram Bapu Ji Hindu Saints r suffering for serving HINDUTVA! #MakeInIndia http://t.co/pEVmdjJ4Yv|
|positive|,|RT @makeinindia: .@hannover_messe - the world's leading industrial fair kicks off with a spectacular ceremony featuring #MakeInIndia! http:…|
|positive|,|RT @makeinindia: Don't miss all the exciting developments on Day 1 @hannover_messe - the world's leading industrial fair #MakeInIndia http:…|
|positive|,|RT @tajinderbagga: Indian Lion roaring in Germany #MakeInIndia: https://t.co/I06i6yfvCY via @YouTube|
|positive|,|Expecting @narendramodi to make a GerMann Ki Baat today. #ModiInGermany #AskBJP #MakeInIndia|
|positive|,|RT @tajinderbagga: Indian Lion roaring in Germany #MakeInIndia: https://t.co/I06i6yfvCY via @YouTube|
|positive|,|RT @tajinderbagga: France will invest 2 Billion Euro in India #MakeInIndia|
|positive|,|RT @Make_In_India: Market News:  Indian companies sing IPO tune|
|positive|,|RT @makeinindia: The entire tech world will converge at @hannover_messe on April 13th|
|positive|,|RT @makeinindia: Don't miss all the exciting developments on Day 1 @hannover_messe - the world's leading industrial fair #MakeInIndia http:…|
|neutral|,|Could have been a more dynamic and smart lion|
|positive|,|RT @makeinindia: Chancellor Merkel enjoying some masala tea &amp; khakra prepared by Indian chefs at the #MakeInIndia pavilion at #HM15! http:/…|
|positive|,|RT @makeinindia: .@hannover_messe - the world's leading industrial fair kicks off with a spectacular ceremony featuring #MakeInIndia! http:…|
|positive|,|PM Narendra Modi uses soft power to hardsell 'Make In India' in Germany #ModiInGermany #MakeInIndia 'Make in... http://t.co/wbFaqSb7Aj|
|neutral|,|#MakeInIndia. They are going to make it in India. http://t.co/VXh3evKyCh|
|neutral|,|RT @brakoo: #SupariJournalists covering #ModiInGermany and #MakeInIndia. http://t.co/S24uvnpYgj|
|positive|,|PM #Modi Talks About 80-Point Checklist to German CEOs #ModinGermany #MakeInIndia #NarendraModi #news #Modi #NaMo... http://t.co/ndi8KAIaef|
|positive|,|RT @makeinindia: Don't miss all the exciting developments on Day 1 @hannover_messe - the world's leading industrial fair #MakeInIndia http:…|
|positive|,|RT @purvi21: #Modi asks RBI to use Indian paper|
|positive|,|RT @FollowNaMonews: PM #Modi Talks About 80-Point Checklist to German CEOs #ModinGermany #MakeInIndia #NarendraModi #news #Modi #NaMo... ht…|
|positive|,|RT @makeinindia: .@hannover_messe - the world's leading industrial fair kicks off with a spectacular ceremony featuring #MakeInIndia! http:…|
|positive|,|RT @FollowNaMonews: PM Narendra Modi uses soft power to hardsell 'Make In India' in Germany #ModiInGermany #MakeInIndia 'Make in... http://…|
|neutral|,|@amritabhinder @InduSarabhai So its now crystal clear that #Presstitutes have an agenda to stop #MakeInIndia of @narendramodi|
|neutral|,|RT @brakoo: #SupariJournalists covering #ModiInGermany and #MakeInIndia. http://t.co/S24uvnpYgj|
|neutral|,|RT @tajinderbagga: Indian Lion roaring in Germany #MakeInIndia: https://t.co/I06i6yfvCY via @YouTube|
|positive|,|@ShereenBhan #MakeInIndia Thet Accelerator of growth..|
|positive|,|RT @vishnoi4u: The entire world is looking at India Demography|
|negative|,|Airtel Zero will create barrier for low cost business startups in India. Thy r not in a support of #MakeInIndia #SaveTheInternet @PMOIndia|
|negative|,|Whats the point of developement drama|
|neutral|,|@narendramodi How will #MakeInIndia work if there is no #NetNeutrality? Please Sir|
|positive|,|RT @EconomicTimes: PM #Modi: The #MakeInIndia pavilion is bustling with enthusiasm at the .@hannover_messe http://t.co/SjWkAobT7X|
|positive|,|#MakeInIndia is one mystery that hasn't been deciphered till now. Wait for @BBCHindi to nail it soon! @Zubair_BBC  https://t.co/sF9MDcogMk|
|positive|,|Pm modiji at indo-german business summit in hannover #ModiInGermany #MakeInIndia @DDNewsHindi @DDNewsLive show live|
|neutral|,|RT @brakoo: #SupariJournalists covering #ModiInGermany and #MakeInIndia. http://t.co/S24uvnpYgj|
|neutral|,|@TimesNow How will #MakeInIndia work if there is no #NetNeutrality?  Is the media acting with the intensity that it should right now?|
|neutral|,|@timesofindia How will #MakeInIndia work if there is no #NetNeutrality?  Is the media acting with the intensity that it should right now?|
|positive|,|RT @makeinindia: Defence innovation = Civil application. The maritime display at #MakeInIndia pavilion @hannover_messe. #HM15 http://t.co/B…|
|neutral|,|@ndtv How will #MakeInIndia work if there is no #NetNeutrality?  Is the media acting with the intensity that it should right now?|
|neutral|,|RT @brakoo: #SupariJournalists covering #ModiInGermany and #MakeInIndia. http://t.co/S24uvnpYgj|
|positive|,|RT @makeinindia: Open for business: Secretary @DIPPGOI @amitabhk87 at Hall No. 6 @hannover_messe #MakeInIndia #HM15 http://t.co/pJEnoUixAS|
|positive|,|RT @makeinindia: Chancellor Merkel enjoying some masala tea &amp; khakra prepared by Indian chefs at the #MakeInIndia pavilion at #HM15! http:/…|
|positive|,|RT @makeinindia: '@PMOIndia unleashes '#MakeInIndia' Lion in Germany|
|positive|,|#NarendraModi #MakeInIndia can only be a success when everyone has the same rite... #SaveTheInternet  make india a real business hub.|
|positive|,|RT @makeinindia: #MakeInIndia @hannover_messe: yoga sessions + delicacies by top Indian chefs + irresistible investment opportunities! http…|
|positive|,|Prospective #Entrepreneurs #Advice Do Not Blindly Jump into #market #MakeinIndia http://t.co/m7Ux3k1Nbf|
|positive|,|RT @connect2tp: IT Minister @rsprasad urges Apple to set up R&amp;D facility in India. #MakeInIndia @KunalKaul7  http://t.co/q7eTX45HnJ|
|positive|,|RT @makeinindia: .@hannover_messe - the world's leading industrial fair kicks off with a spectacular ceremony featuring #MakeInIndia! http:…|
|positive|,|Ever seen paradox in life @narendramodi  A man with so many colours..  #MakeInIndia looking forward for this venture :)|
|positive|,|RT @makeinindia: .@hannover_messe - the world's leading industrial fair kicks off with a spectacular ceremony featuring #MakeInIndia! http:…|
|positive|,|RT @makeinindia: #MakeInIndia @hannover_messe: yoga sessions + delicacies by top Indian chefs + irresistible investment opportunities! http…|
|negative|,|@madhukishwar If #makeinindia is not augmented with #makebyindia &amp; #makeforindia|
|positive|,|RT @makeinindia: Exclusive preview of the #MakeInIndia pavilion @hannover_messe about to be inaugurated by @PMOIndia! #HM15 http://t.co/3xP…|
|negative|,|RT @mahenthren: How #MakeInIndia is possible if all capable n #skilled man forced to be in courts n jail for #fakecases #UPMeinShaadiNahi @…|
|positive|,|RT @makeinindia: #MakeInIndia @hannover_messe: yoga sessions + delicacies by top Indian chefs + irresistible investment opportunities! http…|
|positive|,|RT @makeinindia: .@hannover_messe 2015 will focus on #MakeInIndia. For unprecedented insights &amp; opportunities|
|positive|,|RT @makeinindia: '@PMOIndia unleashes '#MakeInIndia' Lion in Germany|
|positive|,|RT @makeinindia: Invest in one of the most cost-effective space programs in the world. Come|
|positive|,|RT @sitaram_thakare: HMIB Shri arunjaitley inaugurating Vividh Bharati Service on FM -100.1 MHz in New Delhi http://t.co/enp6o0ogB9 #MyClea…|
|positive|,|RT @makeinindia: '@PMOIndia unleashes '#MakeInIndia' Lion in Germany|
|positive|,|RT @makeinindia: #MakeInIndia @hannover_messe: yoga sessions + delicacies by top Indian chefs + irresistible investment opportunities! http…|
|positive|,|RT @makeinindia: '@PMOIndia unleashes '#MakeInIndia' Lion in Germany|
|negative|,|#Fibre2fashion CCI #policy set to derail #MakeinIndia campaign http://t.co/HRlHseJAK7|
|positive|,|#MakeInIndia rocks @hannover_messe! Thanks @PMOIndia for your spiritful initiatives. https://t.co/n6behExA20|
|positive|,|RT @bharatjoshi_: Panel esp #Mistry says #Logisticsinfrastructure essential 4 #MakeInIndia @schaefflerpress @RNTata2000 @TataCompanies http…|
|negative|,|Why does Modi ji use an iPhone? why not Micromax? 󾰯󾰯 #MakeInIndia # Photo Proof attached in comment section #shared|
|positive|,|RT @IndiaBTL: Indian Lion roaring in Germany #MakeInIndia: https://t.co/emGIpdESV7 Oh boy! No one impresses like @narendramodi. What a PM. …|
|negative|,|RT @mahenthren: How #MakeInIndia is possible if all capable n #skilled man forced to be in courts n jail for #fakecases #UPMeinShaadiNahi @…|
|positive|,|RT @Dev_Fadnavis: Visited German giant @BoschGlobal 's stall at @hannover_messe . Bosch has its presence in Nashik &amp; Pune. #MakeInIndia htt…|
|positive|,|RT @NayakDeep: Indian Lion is roaring Across D World ( #MakeInIndia ) &amp; Dogs r Barking In India ( #SupariJournalists ) @anilkohli54 http://…|
|positive|,|RT @rajenderjoshi2: #MakeInIndia: Indian cultural performance at the Opening Ceremony of the Hannover Messe|
|positive|,|RT @dreamthatworks: When does he rest?? @narendramodi Catching up on the news while travelling to Berlin #MakeInIndia #SupariJournalists ht…|
|positive|,|Best of Luck #India For #HM15  #MakeInIndia #InvestinIndia #ModiInGermany #Modi|
|positive|,|RT @TimesNow: The #MakeInIndia Lion at the India Pavilion at the @hannover_messe|
|positive|,|See #MakeinIndia Campaign. Awesome :) http://t.co/zoaeQK31wA|
|neutral|,|RT @dreamthatworks: #SupariJournalists won't show such pics of @narendramodi ... &amp; we know why... Jallianwala Bagh @KiranKS #MakeInIndia ht…|
|positive|,|All at the expense Tibet. For #Germany #China and #India|
|positive|,|RT @airnewsalerts: .@PMOIndia @narendramodi appeals to German companies to invest in India and participate in '#MakeInIndia' initiative  #M…|
|neutral|,|RT @MomKnwsShopping: #Fibre2fashion CCI #policy set to derail #MakeinIndia campaign http://t.co/HRlHseJAK7|
|positive|,|RT @smitabarooah: So proud of #MakeInIndia show with dance fm across India.Slick|
|positive|,|RT @EconomicTimes: #MakeInIndia: Airbus today said it is ready to manufacture in India as PM #Modi visited its facility here. http://t.co/a…|
|positive|,|RT @IndianExpress: #MakeInIndia : @Airbus supports @narendramodi ’s initiative | READ MORE: http://t.co/kIas18cruI http://t.co/Hiv24hTRk0|
