|positive|,|RT @TimesNow: The #MakeInIndia Lion at the India Pavilion at the @hannover_messe|
|positive|,|RT @makeinindia: Exclusive preview of the #MakeInIndia pavilion @hannover_messe about to be inaugurated by @PMOIndia! #HM15 http://t.co/3xPâ€_|
|negative|,|#MakeinIndia how is this possible? imported things are cheaper than made in India @sifsforensic|
|positive|,|RT @makeinindia: .@hannover_messe - the world's leading industrial fair kicks off with a spectacular ceremony featuring #MakeInIndia! http:â€_|
|positive|,|RT @TimesNow: The #MakeInIndia Lion at the India Pavilion at the @hannover_messe|
|positive|,|RT @makeinindia: Lions are a symbol of new India: PM @narendramodi @hannover_messe opening ceremony #MakeInIndia #HM15|
|neutral|,|@rsprasad How will #MakeInIndia work if there is no #NetNeutrality? Sir|
|positive|,|WoW!! https://t.co/S6vhl6fyu7|
|neutral|,|RT @brakoo: #SupariJournalists covering #ModiInGermany and #MakeInIndia. http://t.co/S24uvnpYgj|
|positive|,|RT @TimesNow: The #MakeInIndia Lion at the India Pavilion at the @hannover_messe|
|positive|,|RT @TimesNow: The #MakeInIndia Lion at the India Pavilion at the @hannover_messe|
|positive|,|RT @makeinindia: Invest in the 3rd largest #biotech destination in the Asia-Pacific region! Come|
|positive|,|We will contribute to development in both nations by participating at this (Hannover) fair: PM @narendramodi #MakeInIndia #ModiInGermany|
|positive|,|RT @TimesNow: The #MakeInIndia Lion at the India Pavilion at the @hannover_messe|
|positive|,|When world is saying #MakeInIndia|
|positive|,|RT @TimesNow: The #MakeInIndia Lion at the India Pavilion at the @hannover_messe|
|neutral|,|@BDUTT How will #MakeInIndia work if there is no #NetNeutrality?  Is the media acting with the intensity that it should right now?|
|neutral|,|RT @brakoo: #SupariJournalists covering #ModiInGermany and #MakeInIndia. http://t.co/S24uvnpYgj|
|positive|,|RT @TimesNow: The #MakeInIndia Lion at the India Pavilion at the @hannover_messe|
|positive|,|"RT TimesNow ""The #MakeInIndia Lion at the India Pavilion at the hannover_messe"|
|negative|,|#ad #India: The #Investment Opportunity - Free Report - Download Today - capital at risk #MakeInIndia @narendramodi  http://t.co/TipzKZ2ibH|
|positive|,|RT @TimesNow: The #MakeInIndia Lion at the India Pavilion at the @hannover_messe|
|positive|,|Reached Hannover for @hannover_messe . It is #MakeInIndia all over Hannover! @MakeInMaha for @makeinindia  #HM15 http://t.co/kOqiHlU3dT|
|positive|,|I like it .... https://t.co/HRDe1gLgIk|
|positive|,|RT @makeinindia: Defence innovation = Civil application. The maritime display at #MakeInIndia pavilion @hannover_messe. #HM15 http://t.co/Bâ€_|
|positive|,|RT @Dev_Fadnavis: Reached Hannover for @hannover_messe . It is #MakeInIndia all over Hannover! @MakeInMaha for @makeinindia  #HM15 http://tâ€_|
|positive|,|"Making India proud !! ""@MirzaSania on no. position in tennis women doubles world ranking"" #MakeInIndia #SaniaMirza http://t.co/quLetM51Kp"|
|positive|,|RT @TimesNow: The #MakeInIndia Lion at the India Pavilion at the @hannover_messe|
|positive|,|RT @TimesNow: The #MakeInIndia Lion at the India Pavilion at the @hannover_messe|
|positive|,|RT @Dev_Fadnavis: Reached Hannover for @hannover_messe . It is #MakeInIndia all over Hannover! @MakeInMaha for @makeinindia  #HM15 http://tâ€_|
|positive|,|RT @Dev_Fadnavis: Reached Hannover for @hannover_messe . It is #MakeInIndia all over Hannover! @MakeInMaha for @makeinindia  #HM15 http://tâ€_|
|positive|,|RT @Dev_Fadnavis: Reached Hannover for @hannover_messe . It is #MakeInIndia all over Hannover! @MakeInMaha for @makeinindia  #HM15 http://tâ€_|
|positive|,|RT @Dev_Fadnavis: Reached Hannover for @hannover_messe . It is #MakeInIndia all over Hannover! @MakeInMaha for @makeinindia  #HM15 http://tâ€_|
|positive|,|#ModiMantra for #MakeInIndia and boost the the falling global economy.|
|neutral|,|RT @dreamthatworks: #SupariJournalists won't show such pics of @narendramodi ... &amp; we know why... Jallianwala Bagh @KiranKS #MakeInIndia htâ€_|
|positive|,|Proactive Step leads to Success.. An Element of Pride.. https://t.co/QyLDOh8n2x|
|positive|,|RT @FranchiseMart_: #Lama #Tours launches Express #Visa service via #franchise in #india  =&gt;http://t.co/wkoDr0XKVu #MakeInIndia #Mumbai httâ€_|
|positive|,|Devendra Fadanvis: Reached Hannover for hannover_messe . It is #MakeInIndia all over Hannover! MakeInMaha for makeinindia  #HM15 â€_|
|positive|,|"Prime Minister of India: PMOIndia ""RT Dev_Fadnavis: Reached Hannover for hannover_messe . It is #MakeInIndia all oâ€_ http://t.co/QwN0onXJlU"|
|positive|,|RT @makeinindia: Don't miss all the exciting developments on Day 1 @hannover_messe - the world's leading industrial fair #MakeInIndia http:â€_|
|positive|,|RT @makeinindia: .@hannover_messe - the world's leading industrial fair kicks off with a spectacular ceremony featuring #MakeInIndia! http:â€_|
|positive|,|Nice #MakeInIndia|
|positive|,|RT @TimesNow: The #MakeInIndia Lion at the India Pavilion at the @hannover_messe|
|positive|,|RT @Dev_Fadnavis: Reached Hannover for @hannover_messe . It is #MakeInIndia all over Hannover! @MakeInMaha for @makeinindia  #HM15 http://tâ€_|
|positive|,|RT @makeinindia: Up to 100% #FDI is allowed via the auto route in India's Electronic System Design &amp; Manuf. (ESDM) sector #MakeInIndia @hanâ€_|
|positive|,|RT @TimesNow: The #MakeInIndia Lion at the India Pavilion at the @hannover_messe|
|neutral|,|RT @brakoo: #SupariJournalists covering #ModiInGermany and #MakeInIndia. http://t.co/S24uvnpYgj|
|neutral|,|@smritiirani How will #MakeInIndia work if there is no #NetNeutrality? Ma'am|
|positive|,|RT @Dev_Fadnavis: Reached Hannover for @hannover_messe . It is #MakeInIndia all over Hannover! @MakeInMaha for @makeinindia  #HM15 http://tâ€_|
|positive|,|RT @Dev_Fadnavis: Reached Hannover for @hannover_messe . It is #MakeInIndia all over Hannover! @MakeInMaha for @makeinindia  #HM15 http://tâ€_|
|negative|,|RT @Madan_Chikna: This is hilarious. Brand names under #MakeInIndia project. http://t.co/2SUWZcFZKk|
|positive|,|RT @makeinindia: Defence innovation = Civil application. The maritime display at #MakeInIndia pavilion @hannover_messe. #HM15 http://t.co/Bâ€_|
|positive|,|RT @Dev_Fadnavis: Reached Hannover for @hannover_messe . It is #MakeInIndia all over Hannover! @MakeInMaha for @makeinindia  #HM15 http://tâ€_|
|positive|,|RT @DesiChain: #MakeInIndia Everything Indian@Global Reach|
|positive|,|RT @TimesNow: The #MakeInIndia Lion at the India Pavilion at the @hannover_messe|
|positive|,|RT @SwadesiyaIndia: Govt buys gold-plated mugs to promote â€˜Make in Indiaâ€™ #makeinindia http://t.co/A78pfmpRNy #TrendingNews|
|positive|,|RT @makeinindia: 'NTPC aims to install 5|
|neutral|,|RT @brakoo: #SupariJournalists covering #ModiInGermany and #MakeInIndia. http://t.co/S24uvnpYgj|
|positive|,|RT @TimesNow: The #MakeInIndia Lion at the India Pavilion at the @hannover_messe|
|positive|,|RT @makeinindia: Top 3 #ESDM products in India by total revenue: mobile phones|
|negative|,|Made in China ear plugs in Air India flight to Vizag today @abpanandatv @abpnewstv #MakeInIndia http://t.co/m9FOoLYGdr|
|positive|,|RT @makeinindia: Exclusive preview of the #MakeInIndia pavilion @hannover_messe about to be inaugurated by @PMOIndia! #HM15 http://t.co/3xPâ€_|
|positive|,|RT @Dev_Fadnavis: Reached Hannover for @hannover_messe . It is #MakeInIndia all over Hannover! @MakeInMaha for @makeinindia  #HM15 http://tâ€_|
|positive|,|RT @somkritya: For those who missed it #MakeInIndia: Indian cultural performance at the Inaugural Session of Ha...: https://t.co/ADc9njXHx1|
|positive|,|RT @chaitanyasoul: We will contribute to development in both nations by participating at this (Hannover) fair: PM @narendramodi #MakeInIndiâ€_|
|positive|,|RT @DesiChain: #MakeInIndia Everything Indian@Global Reach|
|negative|,|RT @Madan_Chikna: This is hilarious. Brand names under #MakeInIndia project. http://t.co/2SUWZcFZKk|
|positive|,|RT @makeinindia: .@hannover_messe - the world's leading industrial fair kicks off with a spectacular ceremony featuring #MakeInIndia! http:â€_|
|positive|,|RT @makeinindia: 'Cochin Shipyard to build multipurpose vessels|
|positive|,|Lion roars in Germany! @hannover_messe #MakeinIndia  https://t.co/K5OA8BCDSr|
|positive|,|The #MakeInIndia Lion at the India Pavilion at the @hannover_messe|
|positive|,|RT @Dev_Fadnavis: Reached Hannover for @hannover_messe . It is #MakeInIndia all over Hannover! @MakeInMaha for @makeinindia  #HM15 http://tâ€_|
|positive|,|RT @TimesNow: The #MakeInIndia Lion at the India Pavilion at the @hannover_messe|
|positive|,|RT @Dev_Fadnavis: Reached Hannover for @hannover_messe . It is #MakeInIndia all over Hannover! @MakeInMaha for @makeinindia  #HM15 http://tâ€_|
|positive|,|RT @makeinindia: Top 3 German companies to invest in India from April 2000 to Nov 2014 - Siemens|
|positive|,|#MakeInIndia #Economia indiana in crescita|
|positive|,|RT @Dev_Fadnavis: Reached Hannover for @hannover_messe . It is #MakeInIndia all over Hannover! @MakeInMaha for @makeinindia  #HM15 http://tâ€_|
|positive|,|RT @Dev_Fadnavis: Reached Hannover for @hannover_messe . It is #MakeInIndia all over Hannover! @MakeInMaha for @makeinindia  #HM15 http://tâ€_|
|positive|,|RT @makeinindia: Defence innovation = Civil application. The maritime display at #MakeInIndia pavilion @hannover_messe. #HM15 http://t.co/Bâ€_|
|positive|,|RT @juhi_bharti7: When world is saying #MakeInIndia|
|negative|,|RT @awanishr: Whats the point of developement drama|
|positive|,|RT @makeinindia: Open for business: Secretary @DIPPGOI @amitabhk87 at Hall No. 6 @hannover_messe #MakeInIndia #HM15 http://t.co/pJEnoUixAS|
|positive|,|RT @Dev_Fadnavis: Reached Hannover for @hannover_messe . It is #MakeInIndia all over Hannover! @MakeInMaha for @makeinindia  #HM15 http://tâ€_|
|positive|,|RT @Dev_Fadnavis: Reached Hannover for @hannover_messe . It is #MakeInIndia all over Hannover! @MakeInMaha for @makeinindia  #HM15 http://tâ€_|
|positive|,|RT @makeinindia: Open for business: Secretary @DIPPGOI @amitabhk87 at Hall No. 6 @hannover_messe #MakeInIndia #HM15 http://t.co/pJEnoUixAS|
|positive|,|RT @makeinindia: #Yumi - ensures fast &amp; efficient mgmt of manuf. activities + safe co-working of humans &amp; machines! #HM15 #MakeInIndia httpâ€_|
|negative|,|RT @brakoo: #SupariJournalists covering #ModiInGermany and #MakeInIndia. http://t.co/S24uvnpYgj|
|positive|,|RT @nnisnews: The #MakeInIndia Lion at the India Pavilion at the @hannover_messe|
|positive|,|RT @TimesNow: The #MakeInIndia Lion at the India Pavilion at the @hannover_messe|
|positive|,|RT @makeinindia: Open for business: Secretary @DIPPGOI @amitabhk87 at Hall No. 6 @hannover_messe #MakeInIndia #HM15 http://t.co/pJEnoUixAS|
|positive|,|Smart idea! @narendramodi  https://t.co/xRTs9nxhnf|
|positive|,|RT @makeinindia: .@hannover_messe - the world's leading industrial fair kicks off with a spectacular ceremony featuring #MakeInIndia! http:â€_|
|positive|,|RT @makeinindia: On full display at #HM15: India's strengths in space|
|neutral|,|RT @brakoo: #SupariJournalists covering #ModiInGermany and #MakeInIndia. http://t.co/S24uvnpYgj|
|positive|,|RT @makeinindia: Don't miss all the exciting developments on Day 1 @hannover_messe - the world's leading industrial fair #MakeInIndia http:â€_|
|positive|,|RT @TimesNow: The #MakeInIndia Lion at the India Pavilion at the @hannover_messe|
|positive|,|RT @makeinindia: Since 1990|
|positive|,|RT @makeinindia: Indiaâ€™sÂ #automobilesÂ sector attracted maxÂ #FDIÂ from Germany = USD 1.42 bn during Apr 2000-Nov 2014Â #MakeInIndiaÂ #HM15 httpâ€_|
|positive|,|RT @TimesNow: The #MakeInIndia Lion at the India Pavilion at the @hannover_messe|
|positive|,|RT @TimesNow: The #MakeInIndia Lion at the India Pavilion at the @hannover_messe|
|positive|,|RT @makeinindia: Germany is the 8th largest foreign direct investor in India since Jan 2000 withÂ #FDIÂ in 2013 alone &gt; USD 1 bnÂ #MakeInIndiaâ€_|
|positive|,|RT @Dev_Fadnavis: Reached Hannover for @hannover_messe . It is #MakeInIndia all over Hannover! @MakeInMaha for @makeinindia  #HM15 http://tâ€_|
|positive|,|"RT @VipraDialogues: Making India proud !! ""@MirzaSania on no. position in tennis women doubles world ranking"" #MakeInIndia #SaniaMirza httpâ€_"|
|positive|,|RT @nnisnews: The #MakeInIndia Lion at the India Pavilion at the @hannover_messe|
|positive|,|RT @makeinindia: Exclusive preview of the #MakeInIndia pavilion @hannover_messe about to be inaugurated by @PMOIndia! #HM15 http://t.co/3xPâ€_|
|positive|,|#Modi and his '#MakeinIndia' lion pitch hard for investments  http://t.co/1ggAwMtPpT|
|positive|,|RT @makeinindia: 'Ford aspires big in India with its new Gujarat plant' - Read more here http://t.co/AxJfL97hCh #MakeInIndia http://t.co/zyâ€_|
|positive|,|RT @makeinindia: .@hannover_messe - the world's leading industrial fair kicks off with a spectacular ceremony featuring #MakeInIndia! http:â€_|
|neutral|,|#MakeInIndia succeed without neutral Internet?|
|neutral|,|RT @brakoo: #SupariJournalists covering #ModiInGermany and #MakeInIndia. http://t.co/S24uvnpYgj|
|neutral|,|RT @brakoo: #SupariJournalists covering #ModiInGermany and #MakeInIndia. http://t.co/S24uvnpYgj|
|positive|,|RT @makeinindia: 'Ziox mobile phones to make debut in India; manufacturing plant in line with #MakeInIndia in the pipeline' - More at http:â€_|
|positive|,|RT @TimesNow: The #MakeInIndia Lion at the India Pavilion at the @hannover_messe|
|positive|,|RT @makeinindia: .@hannover_messe - the world's leading industrial fair kicks off with a spectacular ceremony featuring #MakeInIndia! http:â€_|
|positive|,|RT @TimesNow: The #MakeInIndia Lion at the India Pavilion at the @hannover_messe|
|positive|,|RT @TimesNow: The #MakeInIndia Lion at the India Pavilion at the @hannover_messe|
|positive|,|RT @BVRMohanReddy: #LionAtHannover #ModiInGermany PM Modi was at his best in articulating his vision on #MakeInIndia to German audience. htâ€_|
|positive|,|RT @makeinindia: .@akhilneelam Open economy|
|positive|,|RT @BVRMohanReddy: #LionAtHannover #MakeInIndia Amazing show orchestrating the diversity of India through dance. http://t.co/hRoomiITK7|
|positive|,|RT @Dev_Fadnavis: Reached Hannover for @hannover_messe . It is #MakeInIndia all over Hannover! @MakeInMaha for @makeinindia  #HM15 http://tâ€_|
|positive|,|RT @makeinindia: https://t.co/hKKlV7SPKx Look forward to your constructive suggestions #LionAtHannover #MakeInIndia|
|positive|,|Defence innovation = Civil application. The maritime display at #MakeInIndia pavilion @hannover_messe. #HM15 http://t.co/TKLQyD9Vs5|
|positive|,|RT @makeinindia: Exclusive preview of the #MakeInIndia pavilion @hannover_messe about to be inaugurated by @PMOIndia! #HM15 http://t.co/3xPâ€_|
|positive|,|Reached Hannover for hannover_messe . It is #MakeInIndia all over Hannover! MakeInMaha for makeinindia  #HM15 http://t.co/SN8oOSy9gD|
|positive|,|RT @makeinindia: .@IamRajeshJana our objective is to make it one of the best manu countries in the world #LionAtHannover #MakeinIndia|
|neutral|,|RT @brakoo: #SupariJournalists covering #ModiInGermany and #MakeInIndia. http://t.co/S24uvnpYgj|
|positive|,|RT @makeinindia: #Lionspotted #LionAtHannover #MakeinIndia http://t.co/pa9NGxWF65|
|positive|,|RT.The #MakeInIndia Lion at the India Pavilion at the @hannover_messe|
|positive|,|RT @makeinindia: Defence innovation = Civil application. The maritime display at #MakeInIndia pavilion @hannover_messe. #HM15 http://t.co/Bâ€_|
|positive|,|RT @TimesNow: The #MakeInIndia Lion at the India Pavilion at the @hannover_messe|
|positive|,|#MakeInIndia is that CHANGE which Hon'ble @PMOIndia brought in for the Rapid growth which we've missed in past. https://t.co/PksvfS0bvm|
|negative|,|RT @awanishr: Whats the point of developement drama|
|positive|,|RT @TimesNow: The #MakeInIndia Lion at the India Pavilion at the @hannover_messe|
|positive|,|RT @makeinindia: .@nirajgk Around 350 Indian companies are participating @hannover_messe. #MakeInIndia #LionatHannover|
|positive|,|RT @makeinindia: .@Mani03033 All major electronics &amp; mobile players are in India. #MakeInIndia #LionatHannover|
|positive|,|#MakeInIndia is that CHANGE which Hon'ble @PMOIndia brought in for the Rapid growth which we've missed in past.  https://t.co/4TIKcfVP3e|
|negative|,|RT @buzzindelhi: While #ModiSarkaar busy undertaking #YemenEvacuation|
|positive|,|RT @TimesNow: The #MakeInIndia Lion at the India Pavilion at the @hannover_messe|
|positive|,|"Beautiful! Good execution MY""@TimesNow: The #MakeInIndia Lion at the India Pavilion at the @hannover_messe"|
|positive|,|RT @TimesNow: The #MakeInIndia Lion at the India Pavilion at the @hannover_messe|
|positive|,|When world is saying #MakeInIndia |
|positive|,|RT @chaitanyasoul: Defence innovation = Civil application. The maritime display at #MakeInIndia pavilion @hannover_messe. #HM15 http://t.coâ€_|
|positive|,|High focus of #ModiInGermany on the development plans in India and the story behind #MakeInIndia http://t.co/6hvSuTyXKr|
|positive|,|RT @vishnoi4u: The entire world is looking at India Demography|
|positive|,|"#Toon-Time for ""MAKE IN INDIA"" #NaMo #Modi #MakeInIndia #BJP http://t.co/4u2nPVMdJq"|
|positive|,|Infrastructure model of a smart city at the #MakeInIndia pavilion @hannover_messe #HM15 http://t.co/PTEdfQDCkh|
|neutral|,|. @Dev_Fadnavis Sir pls visit Hinjewadi in Pune once during office hours and you would know what to #MakeInIndia first @TrafflinePune|
|neutral|,|@PMOIndia is busy in promoting #MakeInIndia 2 bring investmnts n jobs #SupariJournalists @ndtv doing best 2 derail. http://t.co/VCFmCPgCoA|
|positive|,|RT @makeinindia: Infrastructure model of a smart city at the #MakeInIndia pavilion @hannover_messe #HM15 http://t.co/PTEdfQDCkh|
|neutral|,|The Shawl didn't Sell(/the lie was rather caught)|
|negative|,|"Journo-What do u think about #MakeInIndia ? Sunny leone-it's a great initiative Journo-why so? Sunny-Cz à_…à_¬ ""à__à_¥à_¿à_¯à__à_°"" à_‡à_‚à_¡à_¿à_¯à__ à_®à¥‡à_‚ à__à¥€ à_¬à_¨à¥‡à_‚à_—à¥‡ _Ÿ˜ç"|
|positive|,|RT @makeinindia: Infrastructure model of a smart city at the #MakeInIndia pavilion @hannover_messe #HM15 http://t.co/PTEdfQDCkh|
|positive|,|RT @makeinindia: Infrastructure model of a smart city at the #MakeInIndia pavilion @hannover_messe #HM15 http://t.co/PTEdfQDCkh|
|positive|,|RT @TimesNow: The #MakeInIndia Lion at the India Pavilion at the @hannover_messe|
|positive|,|RT @makeinindia: Infrastructure model of a smart city at the #MakeInIndia pavilion @hannover_messe #HM15 http://t.co/PTEdfQDCkh|
|negative|,|#MakeInIndia come and kill innocent people in India. Killings in AP/India #20à®_à®®à®¿à®´à®°à¯çà®•à®_à¯çà®•à¯_à®_à¯ˆà®¯à¯ˆà®•à®£à¯çà®Ÿà®¿à®ªà¯çà®ªà¯‹à®®à¯ç|
|positive|,|RT @makeinindia: .@hannover_messe 2015 will focus on #MakeInIndia. For unprecedented insights &amp; opportunities|
|positive|,|Ye dekho abhi thodi hi der me 3G Network aa jayega #ModiInGermany  #MakeInIndia http://t.co/dwlFl5zu6h|
|positive|,|RT PMOIndia: For this purpose we have launched a campaign called â€œMake in Indiaâ€ù: PM narendramodi #MyCleanIndia #MakeInIndia #MannKiBaat #bâ€_|
|positive|,|RT PMOIndia: We have committed ourselves for creating and improving the business environment: PM narendramodi #MyCleanIndia #MakeInIndia #Mâ€_|
|positive|,|RT PMOIndia: I am here to assure the German companies that India is now a changed country: PM narendramodi #MyCleanIndia #MakeInIndia #Mannâ€_|
|neutral|,|RT PMOIndia: Our regulatory regime is much more transparent|
|neutral|,|RT @brakoo: #SupariJournalists covering #ModiInGermany and #MakeInIndia. http://t.co/S24uvnpYgj|
|positive|,|RT @makeinindia: Infrastructure model of a smart city at the #MakeInIndia pavilion @hannover_messe #HM15 http://t.co/PTEdfQDCkh|
|negative|,|2017 tak agar raam mandir nahi bana to  Har majid me roj ek suar kaat ke fek jaunga  Kuran jala hua uske baahar roj milega #MakeInIndia|
|negative|,|"RT @DSatanHunter: Journo-What do u think about #MakeInIndia ? Sunny leone-it's a great initiative Journo-why so? Sunny-Cz à_…à_¬ ""à__à_¥à_¿à_¯à__à_°"" à_‡à_‚à_¡à_¿â€_"|
|positive|,|#MakeInIndia #jobinindia thank you sir @narendramodi|
|positive|,|India's immense caliber in manufacturing putting up a fantabolous show at #hanover #messe #MakeInIndia #HM15 #ProudIndian!!|
|neutral|,|Humare pm #MakeInIndia cmpagn chala rahe hain aur ndtv anti hindu aur deshdroh ka campgn chala rhi hain #SupariJournalist|
|positive|,|Attending Indo German Business summit with many indian and German Leading industrialists #MakeInIndia http://t.co/URbAGWBQjb|
|neutral|,|RT @sitaram_thakare: RT PMOIndia: Our regulatory regime is much more transparent|
|positive|,|Join the national movement #MakeinIndia. Register on IndiaMART today! http://t.co/E5knOdtYm9  #HannoverMesse #Germany http://t.co/tLWD01AOXo|
|neutral|,|RT @amit_manwani: Dear Sagarika n Rana plz tell us brand of this shawl #ModiInGermany #MakeInIndia http://t.co/9KA03wmuXF  #LouisVuitton  ?|
|positive|,|RT @makeinindia: .@hannover_messe - the world's leading industrial fair kicks off with a spectacular ceremony featuring #MakeInIndia! http:â€_|
|negative|,|RT @PriyabrataT: Why give Dassault a life line at the expense of #MakeInIndia when Gripen was eager to relocates its entire manufacturing uâ€_|
|positive|,|RT @tajinderbagga: Dunia ke 200 desh ke 3000 CEOs ke bich jab Bharat ka sher dahare aur Vande Matram pr  dunia jhume|
|positive|,|RT @makeinindia: Infrastructure model of a smart city at the #MakeInIndia pavilion @hannover_messe #HM15 http://t.co/PTEdfQDCkh|
|negative|,|@AamAadmiParty follow sadhu instrctns ...incr. population ...#makeinindia most poop in world...#investinbiofuel ...cheap bijli  sab khush|
|neutral|,|India Imports 1000Cr worth laser machine each year from Europe n China. No laser co. In india to produce lasers. #MakeInIndia @makeinindia|
|positive|,|Please don't go by old perception ! Lion Roars in Hannover. #ModiInGermany  #MakeInIndia|
|positive|,|We are going to develop Smart Cities &amp; mega industrial corridors: PM #Modi à_œà¥€ #ModiInGermany #IndoGermanBusinessSummit  #MakeInIndia|
|positive|,|RT @makeinindia: 'The entire world is looking at India. Demography|
|neutral|,|Fully support our #MakeInIndia and #NarendraModi but still being asked by excise dept for a bribe for issuing LUT for export of my goods!!!|
|neutral|,|@narendramodi going around hardselling #MakeInIndia and his I&amp;B mins are so lazy that @ndtv  church attack propaganda goes on unchallenged|
|positive|,|#Breaking @narendramodi: #MakeInIndia will generate jobs for youth in India; lot of scope for enhancing Indo-German business partnership.|
|neutral|,|RT @EkLooney: @narendramodi going around hardselling #MakeInIndia and his I&amp;B mins are so lazy that @ndtv  church attack propaganda goes onâ€_|
|neutral|,|However big the interest regarding   #MakeInIndia may be|
|negative|,|There is no work in Metro but we spent 472 crores|
|positive|,|RT @SaundiD: Fruitful 4 #MakeInIndia Enthusiastic Tour of *Bhutan *Nepal *Japan *Australia *US *France Now #ModiinGermany ThankU @narendramâ€_|
|positive|,|RT @sitaram_thakare: RT PMOIndia: For this purpose we have launched a campaign called â€œMake in Indiaâ€ù: PM narendramodi #MyCleanIndia #MakeIâ€_|
|positive|,|RT @sitaram_thakare: RT PMOIndia: I am here to assure the German companies that India is now a changed country: PM narendramodi #MyCleanIndâ€_|
|positive|,|RT @sitaram_thakare: RT PMOIndia: We have committed ourselves for creating and improving the business environment: PM narendramodi #MyCleanâ€_|
|neutral|,|RT @sitaram_thakare: RT PMOIndia: Our regulatory regime is much more transparent|
|positive|,|India's imports from Germany grew by 25% from 2009-10 to 2013-14.  #ModiInGermany #MakeInIndia http://t.co/8nuTT5qOAJ http://t.co/Zhyd5xt1rW|
|positive|,|RT @makeinindia: 'The entire world is looking at India. Demography|
|neutral|,|RT @EkLooney: @narendramodi going around hardselling #MakeInIndia and his I&amp;B mins are so lazy that @ndtv  church attack propaganda goes onâ€_|
|neutral|,|RT @EkLooney: @narendramodi going around hardselling #MakeInIndia and his I&amp;B mins are so lazy that @ndtv  church attack propaganda goes onâ€_|
|neutral|,|@FollowCII CII chf shud be careful talking to evangelists @NDTV ! They want to derail PM NaMo #MakeinIndia campaign  https://t.co/KLuMUgLneO|
|neutral|,|RT @EkLooney: @narendramodi going around hardselling #MakeInIndia and his I&amp;B mins are so lazy that @ndtv  church attack propaganda goes onâ€_|
|positive|,|@narendramodi #MakeInIndia This initiative is going to help repair the Indian Economy to a great extent http://t.co/inzdf7mjM9|
|positive|,|RT @IndiaSpend: India's imports from Germany grew by 25% from 2009-10 to 2013-14.  #ModiInGermany #MakeInIndia http://t.co/8nuTT5qOAJ http:â€_|
|positive|,|I invite u to #MakeInIndia for India &amp; for world Beautiful projection of India &amp; Indians PM @narendramodi  #PMInEurope  #ModiInGermany|
|negative|,|How can some people Support #MakeInIndia|
|positive|,|@minhazmerchant It seems #Presstitutes  and #SupariJournalists  are first enemy to this country. @tajinderbagga @Gen_VKSingh #MakeInIndia|
|positive|,|RT @makeinindia: .@hannover_messe 2015 will focus on #MakeInIndia. For unprecedented insights &amp; opportunities|
